Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1667363017.311785,0,15817,0,GPS1_Frame,42.338166666666666,-71.08497833333332,9.6,328240.71801615757,4689428.878269178,19,T
1667363018.3120673,0,15818,0,GPS1_Frame,42.338095,-71.08508833333333,9.7,328231.4607657795,4689421.142437637,19,T
1667363019.3110938,0,15819,0,GPS1_Frame,42.338023333333325,-71.08519500000001,9.8,328222.4781051014,4689413.399883805,19,T
1667363020.3119736,0,15820,0,GPS1_Frame,42.33795333333334,-71.08530499999999,9.9,328213.22535278334,4689405.8491459545,19,T
1667363021.321197,0,15821,0,GPS1_Frame,42.33788666666666,-71.085415,10.0,328203.9816580864,4689398.668561041,19,T
1667363022.3163183,0,15822,0,GPS1_Frame,42.33781833333334,-71.085525,10.0,328194.73340537644,4689391.302917232,19,T
1667363023.3195233,0,15823,0,GPS1_Frame,42.33774833333334,-71.08563166666666,10.1,328185.75520526606,4689383.7454791125,19,T
1667363024.317398,0,15824,0,GPS1_Frame,42.337678333333336,-71.08573833333334,10.3,328176.77698583645,4689376.18805201,19,T
1667363025.3179924,0,15825,0,GPS1_Frame,42.33761,-71.08584333333334,10.3,328167.9405927332,4689368.812338489,19,T
1667363026.3186398,0,15826,0,GPS1_Frame,42.337545000000006,-71.08594833333333,10.5,328159.113260881,4689361.80677686,19,T
1667363027.3182487,0,15827,0,GPS1_Frame,42.337481666666655,-71.08604833333334,10.3,328150.7023702008,4689354.976191374,19,T
1667363028.3188162,0,15828,0,GPS1_Frame,42.33742,-71.08614666666666,10.1,328142.4333098326,4689348.327317648,19,T
1667363029.3161423,0,15829,0,GPS1_Frame,42.337358333333334,-71.08624166666667,9.8,328134.43884677597,4689341.671715905,19,T
1667363030.3163278,0,15830,0,GPS1_Frame,42.33729833333334,-71.08633499999999,9.6,328126.5862159333,4689335.19782467,19,T
1667363031.3097582,0,15831,0,GPS1_Frame,42.33724166666666,-71.08642499999998,9.3,328119.0172659828,4689329.087345111,19,T
1667363032.318561,0,15832,0,GPS1_Frame,42.337185000000005,-71.08651166666667,9.0,328111.72291660024,4689322.970135153,19,T
1667363033.3106108,0,15833,0,GPS1_Frame,42.337133333333334,-71.08659333333334,8.7,328104.85409938183,4689317.398036512,19,T
1667363034.3181665,0,15834,0,GPS1_Frame,42.33708333333335,-71.08667166666666,8.5,328098.2644269135,4689312.004276173,19,T
1667363035.3172717,0,15835,0,GPS1_Frame,42.337035,-71.08675,8.5,328091.6792859177,4689306.795592375,19,T
1667363036.3138754,0,15836,0,GPS1_Frame,42.336985,-71.08683166666667,8.2,328084.8149786842,4689301.408583178,19,T
1667363037.3111205,0,15837,0,GPS1_Frame,42.33693333333334,-71.08691666666667,8.0,328077.671504041,4689295.843249376,19,T
1667363038.3136017,0,15838,0,GPS1_Frame,42.33688,-71.08700666666667,7.6,328070.1115532047,4689290.102961701,19,T
1667363039.3129354,0,15839,0,GPS1_Frame,42.336825,-71.08709499999999,7.5,328062.6843552578,4689284.174241206,19,T
